nm/pH,0.3,3.45,3.79,4.3,4.7,5.07,13
653,0.0192,0.0067,0.0097,0.0134,0.0184,0.0184,0.0211
654,0.0191,0.0057,0.0084,0.012,0.0165,0.0165,0.0194
655,0.0189,0.005,0.0072,0.0105,0.0149,0.0149,0.0173
656,0.0187,0.0053,0.0068,0.0099,0.0139,0.0139,0.016
657,0.0191,0.0049,0.0064,0.009,0.0124,0.0124,0.0146
658,0.0186,0.0044,0.0058,0.0078,0.0109,0.0109,0.0132
659,0.0186,0.0041,0.0051,0.0072,0.0101,0.0101,0.0121
660,0.0184,0.0039,0.0047,0.0066,0.0093,0.0093,0.0109
661,0.0181,0.0035,0.004,0.0056,0.0083,0.0083,0.0101
662,0.0181,0.0036,0.0037,0.0054,0.0079,0.0079,0.0092
663,0.018,0.0031,0.0034,0.0045,0.0071,0.0071,0.0083
664,0.0182,0.0029,0.0031,0.0044,0.0065,0.0065,0.0078
665,0.0182,0.0026,0.0029,0.0039,0.0056,0.0056,0.0068
666,0.0177,0.0022,0.0023,0.0031,0.0051,0.0051,0.0056
667,0.0177,0.0022,0.002,0.0033,0.0047,0.0047,0.0052
668,0.0178,0.002,0.0014,0.0027,0.0043,0.0043,0.0044
669,0.0179,0.0025,0.0018,0.003,0.004,0.004,0.0045
670,0.0177,0.002,0.0015,0.0025,0.0039,0.0039,0.0041
671,0.0178,0.002,0.0011,0.0022,0.0035,0.0035,0.0035
672,0.0178,0.002,0.0012,0.0021,0.0034,0.0034,0.0035
673,0.0174,0.0018,0.0007,0.0019,0.0031,0.0031,0.003
674,0.0175,0.002,0.0006,0.0016,0.0028,0.0028,0.0026
675,0.0174,0.0017,0.0004,0.0015,0.0025,0.0025,0.0023
676,0.0177,0.0018,0.0006,0.0016,0.0027,0.0027,0.0025
677,0.0174,0.0018,0.0006,0.0015,0.0027,0.0027,0.0022
678,0.0175,0.0017,0.0005,0.0014,0.0022,0.0022,0.0017
679,0.0173,0.0015,0.0003,0.0014,0.002,0.002,0.0016
680,0.0173,0.0014,0.0002,0.0012,0.0018,0.0018,0.0015
681,0.0172,0.0013,0.0002,0.0011,0.0018,0.0018,0.0013
682,0.0173,0.0015,0.0002,0.0013,0.0017,0.0017,0.0013
683,0.0171,0.0011,-0.0002,0.0007,0.0012,0.0012,0.0012
684,0.0168,0.0011,-0.0003,0.0008,0.0013,0.0013,0.0008
685,0.0168,0.0011,0.0001,0.0008,0.001,0.001,0.0007
686,0.0168,0.0011,-0.0004,0.0007,0.0007,0.0007,0.0006
687,0.0167,0.0014,-0.0003,0.0011,0.001,0.001,0.0009
688,0.0166,0.0008,-0.0005,0.0004,0.0011,0.0011,0.0005
689,0.0168,0.0012,0,0.0011,0.001,0.001,0.0004
690,0.0166,0.0016,-0.0001,0.0011,0.0008,0.0008,0.001
691,0.0169,0.0012,0.0001,0.0011,0.0014,0.0014,0.0012
692,0.0167,0.0012,-0.0003,0.0004,0.0007,0.0007,0.0004
693,0.0161,0.0008,-0.0004,0.0004,0.0005,0.0005,0
694,0.0163,0.0009,-0.0001,0.0008,0.0006,0.0006,0
695,0.0161,0.0008,-0.0009,0.0009,0.0004,0.0004,0
696,0.0161,0.0008,-0.0006,0.0007,0.0005,0.0005,0.0001
697,0.016,0.0005,-0.0003,0.001,0.0001,0.0001,-0.0002
698,0.0157,0.0006,-0.0008,0.001,0.0002,0.0002,-0.0001
699,0.0162,0.0004,-0.0011,0.0014,0,0,-0.0003
700,0.0156,0.0004,-0.0006,0.001,-0.0001,-0.0001,-0.0005
